E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16
Q99969,,T,F,F,F,Q99788,19864,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,RARRES2,CMKLR1
Q99988,,T,F,F,F,Q6UXV0,3642810,Single pass TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,GDF15,GFRAL
Q99988,,T,F,F,F,P37173,,Growth/differentiation factor 15,GDF15 is a hormone produced in response to various stresses to confer information about those stresses to the brain and trigger an aversive response characterized by nausea vomiting and/or loss of appetite.,,Extracellular protein mediator,Ser/Thr Kinase,+,GDF15,TGFBR2
Q9BY76,,T,F,F,F,Q02763,1246,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets.",,Extracellular Protein Mediator,Tyr Kinase,+,ANGPTL4,TIE2
Q9GZV9,,T,F,F,F,P21802,,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor  is suspected to induce dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets.",,Extracellular Protein Mediator,Tyr Kinase,0,FGF23,FGFR2
Q9GZV9,,T,F,F,F,P21802,,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor  is suspected to induce dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets.",,Extracellular Protein Mediator,Tyr Kinase,0,FGF23,FGFR2
Q9GZV9,,T,F,F,F,P11362,,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets. Binds and activates FGFR1c-α-Klotho complex [2817013] FGF4",,Extracellular Protein Mediator,Tyr Kinase,+,FGF23,FGFR1
Q9GZV9,,T,F,F,F,P11362,,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets. binds to FGFR1 in complex with Klotho. This regulates phosphate and vitamin D metabolism ",,Extracellular Protein Mediator,Tyr Kinase,+,FGF23,FGFR1
Q9GZV9,,T,F,F,F,P11362,,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets. binds with FGFR1 with Klotho for FGFR1 dimerization and authophosphorylation with downstream MAPK/ERK and PI3K/AKT for phosphate resorption ",,Extracellular Protein Mediator,Tyr Kinase,+,FGF23,FGFR1
Q9GZV9,,T,F,F,F,P11362,,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets. Is a key hormone in the regulation of mineral ion and vitamin D homeostasis and acts as a ligand for FGFR1 where affinity is increased by heparan sulfate glycosaminoglycans that function as coreceptors. Tethers FGFR1 by its D3 domain and FGF23 by its C-terminal tail. ",,Extracellular Protein Mediator,Tyr Kinase,+,FGF23,FGFR1
Q9GZV9,,T,F,F,F,P11362,,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets. regulator of phosphate homeostasis and Inhibits renal tubular phosphate transport ",,Extracellular Protein Mediator,Tyr Kinase,+,FGF23,FGFR1
Q9GZV9,,T,F,F,F,P11362,,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets. Interacts with FGFR1 to induce its activation ",,Extracellular Protein Mediator,Tyr Kinase,+,FGF23,"FGFR1
"
Q9GZV9,,T,F,F,F,P21802,,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets. bind and activates FGFR2 and is involved in maintaining phosphate homeostasis ",,Extracellular Protein Mediator,Tyr Kinase,+,FGF23,FGFR2
Q9GZV9,,T,F,F,F,P21802,,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets. binds to FGFR2-Klotho complex to phosphorylate FRFR2 leading to MAPK/ERK and PI3K/Akt signalling pathway ",,Extracellular Protein Mediator,Tyr Kinase,+,FGF23,FGFR2
Q9GZV9,,T,F,F,F,P21802,,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets. Interacts with FGFR2 with affinity increased by heparan sulfate glycosaminoglycans that function as coreceptors. Regulator of phosphate homeostasis and vitamin-D metabolism. Inhibits renal tubular phosphate transport by reducing SLC34A1 levels and is expressed in osteogenic cells particularly during phases of active bone remodeling. ",,Extracellular Protein Mediator,Tyr Kinase,+,FGF23,FGFR2
Q9GZV9,,T,F,F,F,P21802,,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets. regulates phosphate metabolism and vitamin D homeostasis",,Extracellular Protein Mediator,Tyr Kinase,+,FGF23,FGFR2
Q9GZV9,,T,F,F,F,P22607,1177,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets.",,Extracellular Protein Mediator,Tyr Kinase,+,FGF23,FGFR3
Q9GZV9,,T,F,F,F,Q9UEF7,,Single pass TM receptor,KL is an essential factor for the specific interaction between FGF23 and FGFR1: Affinity between fibroblast growth factors (FGFs) and their receptors is increased by KL and heparan sulfate glycosaminoglycans that function as coreceptors,,Extracellular Protein Mediator,Regulatory,+,FGF23,KL
Q9GZX6,,T,F,F,F,Q08334,,Single pass TM receptor,binds and activates heterodimeric receptor consisting of IL22RA1 and IL10RB,,Extracellular Protein Mediator,Regulatory,+,IL22,IL10RB
Q9GZX6,,T,F,F,F,Q08334,,Single pass TM receptor,Cytokine that contributes to the inflammatory response in vivo,,Extracellular Protein Mediator,Regulatory,+,IL22,IL10RB
Q9GZX6,,T,F,F,F,Q08334,,Single pass TM receptor,Cytokine that contributes to the inflammatory response in vivo,,Extracellular Protein Mediator,Regulatory,+,IL22,IL10RB
Q9GZX6,,T,F,F,F,Q08334,19762,Single pass TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,IL22,IL10RB
Q9GZX6,,T,F,F,F,Q08334,,Single pass TM receptor,initiates interleukin signalling by promoting the binding between IL22RA1 and IL10RB leading to JAK/STAT activation and expression of various genes promoting epithelial cell responses during inflammation,,Extracellular Protein Mediator,Regulatory,+,IL22,IL10RB
Q9GZX6,,T,F,F,F,Q08334,,Single pass TM receptor,Signals through a heterodimeric receptor composed of the specific receptor IL22RA1 which is present on non-immune cells in many organs and the shared subunit IL10RB. Ligation of IL22RA1 with IL22 induces activation of the tyrosine kinases JAK1 and TYK2 which in turn activates STAT3. Promotes cell survival and proliferation through STAT3/ERK1/2/PI3K/AKT pathways.,,Extracellular Protein Mediator,Regulatory,+,IL22,IL10RB
Q9GZX6,,T,F,F,F,Q08334,,Single pass TM receptor,stimulatory promoting immune responses and tissue regeneration by binding to its receptor and activating STAT3 signalling,,Extracellular Protein Mediator,Regulatory,+,IL22,IL10RB
Q9GZX6,,T,F,F,F,Q8N6P7,,Single pass TM receptor,binds to IL22RA1 with high affinity. This interaction initiates signalling cascades including JAK/STAT3 MAPK and PI3K pathways leading to regulation of genes involved in cell proliferation survival and inflammation,,Extracellular Protein Mediator,Regulatory,+,IL22,IL22RA1
Q9GZX6,,T,F,F,F,Q8N6P7,3509534,Single pass TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,IL22,IL22RA1
Q9GZX6,,T,F,F,F,Q8N6P7,,Single pass TM receptor,When IL-22 interacts with its receptor IL22RA1 it forms a receptor complex that mediates a wide range of biological effects primarily in epithelial and stromal cells. This interaction is part of the IL-10 family cytokine signalling and plays a role in mucosal immunity/ tissue repair and inflammation,,Extracellular Protein Mediator,Regulatory,+,IL22,IL22RA1
Q9GZX6,,T,F,F,F,Q969J5,14556167,Secreted protein,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,IL22,IL22RA2
Q9GZX6,,T,F,F,F,Q969J5,,Receptor,IL24 interaction with IL22RA2 blocks activation of functional IL22R,,Extracellular Protein Mediator,Regulatory,+,IL22,IL22RA2
Q9GZX9,,T,F,F,F,P12644,19090087,Bone morphogenetic protein 4,inhibits BMP4 signalling as a ventralizing factor by binding to and sequestering it from interacting with BMP4's receptors / facilitates BMP4 binding to CHRD,,Extracellular Protein Mediator,Extracellular Protein Mediator,-,TWSG1,BMP4
Q9GZX9,,T,F,F,F,P12644,,Secreted Factor,Seems to antagonize BMP signalling by forming ternary complexes with CHRD and BMPs thereby preventing BMPs from binding to their receptors. In addition to the anti-BMP function,,Extracellular Protein Mediator,Regulatory,+,TWSG1,BMP4
Q9H293,,T,F,F,F,Q96F46,,Single pass TM receptor,IL25 binding to IL17RA when in heterodimer with IL17RB activates the JAK2-STAT5A pathway,,Extracellular Protein Mediator,Regulatory,+,IL25,IL17RA
Q9H293,,T,F,F,F,Q9NRM6,19154,Single pass TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,IL25,IL17RB
Q9H293,,T,F,F,F,Q9NRM6,,Single pass TM receptor,stimulatory effect,,Extracellular Protein Mediator,Regulatory,+,IL25,IL17RB
Q9H2A7,,T,F,F,F,O00574,13370400,G protein-coupled 7TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,CXCL16,CXCR6
Q9H2X0,,T,F,F,F,P12644,19090087,Bone morphogenetic protein 4,inhibits BMP4 signalling as a ventralizing factor by binding to and sequestering it from interacting with BMP4's receptors,,Extracellular Protein Mediator,Extracellular Protein Mediator,-,CHRD,BMP4
Q9H2X0,,T,F,F,F,P12643,,Secreted factor,Key developmental protein that dorsalizes early vertebrate embryonic tissues by binding to BMP2 and sequestering them in latent complexes.,,Extracellular Protein Mediator,Regulatory,+,CHRD,BMP2
Q9H2X0,,T,F,F,F,P12644,,Secreted Factor,Key developmental protein that dorsalizes early vertebrate embryonic tissues by binding to ventralizing TGF-beta family bone morphogenetic proteins (BMPs) and sequestering them in latent complexes,,Extracellular Protein Mediator,Regulatory,+,CHRD,BMP4
Q9H772,,T,F,F,F,P12643,3390700,Secreted protein,Engagement with BMP2 inhibits its downstream signalling,,Extracellular Protein Mediator,Regulatory,-,GREM2,BMP2
Q9H772,,T,F,F,F,P12644,2360806,Secreted protein,Engagement with BMP4 inhibits its downstream signalling,,Extracellular Protein Mediator,Regulatory,-,GREM2,BMP4
Q9HBE4,,T,F,F,F,Q9HBE5,,Single pass TM receptor,binds and activates IL21R causing downstream signalling that induces the production of IgG1 and IgG3 in B cells,,Extracellular Protein Mediator,Regulatory,+,IL21,IL21R
Q9HBE4,,T,F,F,F,Q9HBE5,28713400,Single pass TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,IL21,IL21R
Q9HCT0,,T,F,F,F,P11362,599,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets.",,Extracellular Protein Mediator,Tyr Kinase,+,FGF22,FGFR1
Q9HCT0,,T,F,F,F,P21802,1262,Single pass TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Tyr Kinase,+,FGF22,FGFR2
Q9HD89,,T,F,F,F,Q01518,5641,Single pass TM receptor,Engagement of extracellular mediator with the receptor activates downstream signalling.,,Extracellular Protein Mediator,Regulatory,+,ADSF,CAP1
Q9NP95,,T,F,F,F,P11362,,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor  is suspected to induce dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets.",,Extracellular Protein Mediator,Tyr Kinase,0,FGF20,FGFR1
Q9NP95,,T,F,F,F,P11362,599,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets.",,Extracellular Protein Mediator,Tyr Kinase,+,FGF20,FGFR1
Q9NP95,,T,F,F,F,P21802,1262,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets.",,Extracellular Protein Mediator,Tyr Kinase,+,FGF20,FGFR2
Q9NP95,,T,F,F,F,P22607,1177,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets.",,Extracellular Protein Mediator,Tyr Kinase,+,FGF20,FGFR3
Q9NP95,,T,F,F,F,P22455,1263,Receptor protein-tyrosine kinase,"Engagement of extracellular mediator with the receptor induces dimerization,trans-autophosphorylation,docking of adaptor proteins,and stimulation of the receptor phosphotransferase activity towards downstream targets.",,Extracellular Protein Mediator,Tyr Kinase,+,FGF20,FGFR4
Q9NPF0,,T,F,F,F,Q04771,,Receptor protein-serine kinase,"Engagement of extracellular mediator with the receptor is suspected to induce dimerization,trans-autophosphorylation,and stimulation of the receptor phosphotransferase activity towards downstream targets. The effect of direct interaction of the ligand with the receptor is unclear.",,Extracellular Protein Mediator,Ser/Thr Kinase,+,CD320,ALK2
